Date,Bullish Intensity,Bearish Intensity,Bull - Bear,Bullish Messages,Bearish Messages,Total Messages
2011-06-23,0.0,0.0,0.0,0.0,0.0,4.0
2011-06-22,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-21,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-20,0.0,0.0,0.0,0.0,0.0,6.0
2011-06-19,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-18,0.0,0.0,0.0,0.0,0.0,2.0
2011-06-16,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-15,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-14,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-13,1.215,0.0,1.215,2.0,0.0,4.0
2011-06-12,1.795,0.0,1.795,2.0,0.0,9.0
